Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Last_Update
17282,Pac-Man World Rally,PS2,Namco Bandai,Smart Bomb Interactive,,,0.02,2006,
17283,The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,PS4,Xseed Games,Nihon Falcom Corporation,,,0.02,2019,20th May 18
17284,Rugby League Team Manager 2015,PC,Alternative Software,Alternative Software,,,0.02,2015,22nd Sep 18
17285,Broken Sword 5: The Serpent's Curse,XOne,Revolution Software,Revolution Software,7.7,7,0.02,2015,13th Aug 18
17286,Natalie Brooks: Mystery at Hillcrest High,DS,Licensed 4U,"Alawar Entertainment, Inc.",,,0.02,2012,03rd May 19
17287,Uta Kumi 575,PSV,Sega,Sega,,,0.02,2014,03rd May 19
17288,Hoshiori Yume Mirai: Converted Edition,PSV,Prototype,Unknown,,,0.02,2016,
17289,Tropico 4: Modern Times,PC,Kalypso Media,Haemimont Games,7.8,7.6,0.02,2012,23rd Apr 19
17290,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,PlayV,PlayV,,,0.02,2009,
17291,428: Fuusa Sareta Shibuya de,PS3,Spike,ChunSoft,,,0.02,2009,
17292,Kung Fu Panda,PC,Activision,Beenox,7.4,,0.02,2008,
17293,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,D3 Publisher,D3 Publisher,,,0.02,2010,
17294,Brothers in Arms: Hell's Highway,PC,Ubisoft,Gearbox Software,6,,0.02,2008,
17295,Rugby World Cup 2015,XOne,Big Ben Interactive,HB Studios,,,0.02,2015,19th Apr 18
17296,Abunai: Koi no Sousa Shitsu,PSV,Asgard,Unknown,,,0.02,2015,
17297,NFL Blitz Pro,GC,Midway Games,Point of View,,,0.02,2003,
17298,The Crew: Wild Run,XOne,Ubisoft,Ivory Tower,,,0.02,2015,04th Jan 18
17299,The Three Kingdoms Love Story ~ The Art of Otome!,PSV,Prototype,Prototype,,,0.02,2016,26th Apr 19
17300,Date A Live: Arusu Install,PS3,Compile Heart,Compile Heart,,,0.02,2014,03rd May 19
17301,Commandos: Strike Force,XB,Eidos Interactive,Pyro Studios,,,0.02,2006,
17302,Warriors of the Lost Empire (JP sales),PSP,UFO Interactive,Goshow,,,0.02,2007,
17303,Jojo's Bizarre Adventure,PS,Capcom,Capcom,,,0.02,2000,
17304,Let's Play Flight Attendant,DS,Deep Silver,Zig Zag,,,0.02,2010,
17305,Lode Runner,DS,Hudson Entertainment,Hudson Soft,,,0.02,2006,
17306,18 Wheels of Steel: Extreme Trucker,PC,ValuSoft,SCS Software,,,0.02,2009,
17307,Evolution Snowboarding,PS2,Konami,Konami Computer Entertainment Osaka,2,,0.02,2002,
17308,Zathura,XB,2K Games,High Voltage Software,,,0.02,2005,
17309,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,Sega,Sammy Studios,,,0.02,2007,
17310,Falcon 4.0: Allied Force,PC,Graphsim Entertainment,Lead Pursuit,,,0.02,2005,
17311,GT Legends,PC,Viva Media,SimBin,,,0.02,2006,
17312,Triple Crown Championship Snowboarding,Wii,Destineer,Unknown,,,0.02,2010,
17313,Need for Speed: Payback,PC,Electronic Arts,Ghost Games,6.5,,0.02,2017,04th Apr 18
17314,Saint,Wii,UFO Interactive,Starfish SD,,,0.02,2009,
17315,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,Compile,Compile,,,0.02,1996,
17316,Warriors Orochi 2,X360,Tecmo Koei,Omega Force,4,,0.02,2012,24th Apr 18
17317,Zillions of Enemy X: Zetsukai no Crusade,PS3,Nippon Ichi Software,Nippon Ichi Software,,,0.02,2013,03rd May 19
17318,Castlevania: Lords of Shadow - Reverie,XBL,Konami,Mercury Steam,,,0.02,2011,
17319,Plants vs Zombies: Garden Warfare,PC,Electronic Arts,PopCap Games,7.8,7.7,0.02,2014,05th Feb 18
17320,Happiness! De-Lucks,PS2,Marvelous Interactive,Marvelous Interactive,,,0.02,2007,
17321,SaGa: Scarlet Grace,NS,Square Enix,Square Enix,,,0.02,2019,26th Aug 18
17322,Yunohana Spring! Cherishing Time,PSV,Idea Factory,Idea Factory,,,0.02,2016,
17323,Doki Majo Plus,DS,SNK Playmore,SNK Playmore Corporation,,,0.02,2009,
17324,Steins;Gate Elite,NS,Spike Chunsoft,5pb. Inc.,8.5,7.4,0.02,2019,06th Nov 18
17325,Eureka Seven Vol. 2: The New Vision,PS2,Namco Bandai,Namco Bandai Games America,3.7,,0.02,2007,
17326,Love Once: Mermaid's Tears,PS3,Unknown,Silicon Studio,,,0.02,2011,
17327,Prison Architect,XOne,Introversion Software,Introversion Software,7.5,6.8,0.02,2016,18th Aug 18
17328,Puzzle Challenge: Crosswords and More!,PS2,Crave Entertainment,Supersonic Software,6.3,,0.02,2006,
17329,Geon Cube,Wii,UFO Interactive,Strawdog Studios Ltd.,,,0.02,2009,
17330,Muppets Party Cruise,GC,TDK Mediactive,Mass Media,,,0.02,2003,
17331,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,D3 Publisher,D3 Publisher,,,0.02,2009,
17332,South Park: The Stick of Truth,XOne,Ubisoft,Obsidian Entertainment,,,0.02,2018,19th Mar 18
17333,428: Shibuya Scramble,PS4,Spike Chunsoft,Abstraction Games,8.5,7.3,0.02,2018,26th Sep 18
17334,Dance with Devils,PSV,Rejet,Rejet,,,0.02,2016,03rd May 19
17335,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Gaga,Eighting/Raizing,,,0.02,1996,
17336,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,Yamasa Entertainment,Yamasa Entertainment,,,0.02,2006,
17337,Dungeons 2,PS4,Kalypso Media,Realmforge Studios,6.1,6.9,0.02,2016,06th Feb 18
17338,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,Plenty,Plenty,,,0.02,2011,
17339,Dream Chronicles,DS,Zoo Games,Kat Games,,,0.02,2010,
17340,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,Quinrose,QuinRose,,,0.02,2011,
17341,Serious Sam: Next Encounter,GC,Global Star Software,Climax Group,7,,0.02,2004,
17342,Casper's Scare School: Classroom Capers,DS,Crave Entertainment,Nikitova Games,,,0.02,2010,
17343,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Irem Software Engineering,Irem Software Engineering,,,0.02,2010,
17344,The Settlers IV,PC,Blue Byte,Blue Byte,,,0.02,2001,
17345,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PSP,System Soft Alpha,System Soft Alpha,,,0.02,2012,03rd May 19
17346,Akai Ito DS,DS,Alchemist,Alchemist,,,0.02,2008,
17347,Knight's Apprentice: Memorick's Adventures,XB,XS Games,Microids,5.7,,0.02,2004,
17348,Natsuiro no Sunadokei,PS2,Princess Soft,Princess Soft,,,0.02,2002,
17349,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,Sega,Sammy Studios,,,0.02,2007,
17350,SimCity Societies,PC,Electronic Arts,Tilted Mill Entertainment,,,0.02,2007,
17351,Bara ni Kakusareshi Verite,PSV,Idea Factory,Unknown,,,0.02,2016,
17352,Freedom Wings,DS,Natsume,BELUGA Computer Inc.,3,,0.02,2006,
17353,Steal Princess,DS,Atlus,Climax Entertainment,6.7,,0.02,2009,
17354,Ballblazer Champions,PS,LucasArts,Factor 5,,,0.02,1997,
17355,Military History: Commander - Europe at War,PSP,Slitherine Software,Impressionware SRL,,,0.02,2009,
17356,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,Alchemist,Alchemist,,,0.02,2008,
17357,Quake 4,PC,Activision,id Software / Raven Software,8.1,,0.02,2005,
17358,Galaxy Angel II: Eigou Kaiki no Koku,PS2,Broccoli,Broccoli,,,0.02,2009,
17359,Genroh,PSP,Idea Factory,Idea Factory,,,0.02,2012,04th May 19
17360,Moujuutsukai to Oujisama Portable,PSP,Idea Factory,Idea Factory,,,0.02,2011,
17361,Indigo Prophecy,PC,Atari,Quantic Dream,,,0.02,2005,
17362,Iron Phoenix,XB,Sega,InterServ International,6.6,,0.02,2005,
17363,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,Alchemist,Alchemist,,,0.02,2010,
17364,Discovery Kids: Snake Safari,DS,505 Games,505 Games,,,0.02,2010,
17365,The Dwarves,XOne,THQ Nordic,KING Art Games,5.8,3.9,0.02,2016,18th Aug 18
17366,Fritz Chess,Wii,Deep Silver,Gammick Entertainment,,,0.02,2009,
17367,Heavy Fire: The Chosen Few 3D,3DS,Mastiff,Mastiff,,,0.02,2011,
17368,Kannou Mukashibanashi Portable,PSP,Idea Factory,Otomate,,,0.02,2012,04th May 19
17369,Kuon,PS2,Agetec,From Software,,,0.02,2004,
17370,Tennis no Oji-Sama: Driving Smash! Side King,DS,Konami,Konami,,,0.02,2008,
17371,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,Alchemist,Alchemist,,,0.02,2010,
17372,Brothers Conflict: Precious Baby,PSV,Idea Factory,Unknown,,,0.02,2017,
17373,Fritz Chess,DS,Deep Silver,ShanBlue,,,0.02,2009,
17374,Minecraft: Story Mode - Season Two,PC,Telltale Games,Telltale Games,,,0.02,2017,07th Aug 18
17375,UnchainBlades EXXiV,3DS,FuRyu Corporation,FuRyu,,,0.02,2012,04th May 19
17376,Carmen Sandiego: The Secret of the Stolen Drums,GC,BAM! Entertainment,Artificial Mind and Movement,5.6,,0.02,2004,
17377,Test Drive Unlimited,PC,Atari,Eden Studios,7.8,,0.02,2007,
17378,Dragon's Lair,DS,Destineer,United Coders,,,0.02,2010,
17379,Sid Meier's Civilization Revolution 2+,PSV,Take-Two Interactive,Unknown,,,0.02,2015,
17380,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,System 3 Arcade Software,Eutechnyx,,,0.02,2009,
17381,Ride 2,PC,Milestone S.r.l,Milestone S.r.l.,6.7,7.4,0.02,2016,25th Jun 18
17382,Dies Irae: Amantes Amentes,PSP,Views,Light,,,0.02,2012,04th May 19
17383,Mind over Matter,DS,505 Games,505 Games,,,0.02,2010,
17384,Puyo Puyo! 15th Anniversary,PSP,Sega,Sega,,,0.02,2007,
17385,Tom Clancy's EndWar,PC,Ubisoft,Ubisoft Shanghai,,,0.02,2009,
17386,The IdolM@ster: Gravure For You! Vol. 9,PS3,Namco Bandai Games,Namco Bandai Games,,,0.02,2012,04th May 19
17387,Frontlines: Fuel of War,PC,THQ,Kaos Studios,7.8,,0.02,2008,
17388,I Doll U,PSV,Idea Factory,Idea Factory,,,0.02,2015,
17389,Ryu-Koku,PS2,KID,KID Corporation,,,0.02,2006,
17390,Group S Challenge,XB,Capcom,Capcom,,,0.02,2003,
17391,GunParade Orchestra: Midori no Shou,PS2,Sony Computer Entertainment,Alfa System,,,0.02,2006,
17392,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,Square Enix,Square Enix,,,0.02,2008,
17393,Veggy World,DS,Jack of All Games,Rhino Studios,,,0.02,2011,
17394,Neo Atlas 1469,PSV,ArtDink,ArtDink,,,0.02,2016,26th Apr 18
17395,Bejeweled 2 Deluxe,PC,PopCap Games,PopCap Games,,,0.02,2006,
17396,Balls of Fury,Wii,DSI Games,Black Lantern Studios,1.2,,0.02,2007,
17397,CV Casting Voice,PS3,Namco Bandai Games,Bandai Namco Games,,,0.02,2014,04th May 19
17398,Disney's Meet the Robinsons,DS,Disney Interactive Studios,Altron,,,0.02,2007,
17399,Grey's Anatomy: The Video Game,PC,Ubisoft,Longtail Studios,6,,0.02,2009,
17400,Serious Sam HD: Gold Edition,PC,Devolver Digital,Croteam,,,0.02,2010,
17401,Shooter: Starfighter Sanvein,PS,A1 Games,Success,,,0.02,2001,
17402,PriministAr,PSV,Entergram,Unknown,,,0.02,2016,
17403,X3: Terran War Pack,PC,Deep Silver,Egosoft,,,0.02,2012,23rd Apr 19
17404,Sakura Wars 1 & 2,PSP,Sega,Sega,,,0.02,2006,
17405,Mount & Blade,PC,Paradox Interactive,Taleworlds,7.2,8.8,0.02,2008,
17406,Undertale,NS,4-Aug,Toby Fox,9,7.5,0.02,2018,26th Sep 18
17407,Crystar,PS4,Spike Chunsoft,FuRyu,,,0.02,2019,07th Apr 19
17408,Flipping Death,PS4,Rising Star,Zoink Games,,,0.02,2018,22nd Jul 18
17409,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,Prototype,Prototype,,,0.02,2014,
17410,Tricky Towers,PS4,Soedesco,WeirdBeard,7.2,7,0.02,2017,07th Sep 18
17411,Terminator 3: The Redemption,GC,Atari,Paradigm Entertainment,6.8,,0.02,2004,
17412,This Is the Police 2,PS4,THQ Nordic,Weappy Studio,,,0.02,2018,24th Mar 19
17413,Unreal Anthology,PC,Midway Games,Epic Games,,,0.02,2006,
17414,Tengen Toppa Gurren-Lagann,DS,Konami,Konami,,,0.02,2007,
17415,Pebble Beach Golf Links,SAT,Sega,Tikipod,,,0.02,1995,
17416,Sugoi Hebereke,SNES,Sunsoft,SunSoft,,,0.02,1994,
17417,The Liar Princess and the Blind Prince,PS4,NIS America,Nippon Ichi Software,6.9,6.4,0.02,2019,06th Jun 18
17418,Dakar 2: The World's Ultimate Rally,XB,Acclaim Entertainment,Acclaim?ÿStudios?ÿCheltenham,,,0.02,2003,
17419,The Sims: Complete Collection,PC,Electronic Arts,Maxis,,,0.02,2005,
17420,Higurashi Daybreak Portable Mega Edition,PSP,Alchemist,Alchemist,,,0.02,2009,
17421,Spider-Man: Web of Shadows,PC,Activision,Shaba Games / Treyarch,5.3,,0.02,2008,
17422,Shinken de Watashi ni Koi Shinasai! R,PS3,Minato Station,Minato Station,,,0.02,2012,04th May 19
17423,Whiteout,PS2,Konami,Vicarious Visions,5.5,,0.02,2002,
17424,Agatha Christie: The ABC Murders,PC,Microids,Artefacts Studios,6.6,8.5,0.02,2016,01st Aug 18
17425,Shiratsuyu no Kai,PSP,Idea Factory,Otomate,,,0.02,2013,04th May 19
17426,Street Fighter X Tekken,PC,Capcom,Capcom,7.9,6.3,0.02,2012,04th Nov 18
17427,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,fonfun,fonfun Corporation,,,0.02,2008,
17428,XGRA: Extreme G Racing Association,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,7.4,,0.02,2003,
17429,Cats Together,NS,Bandai Namco Games,Bandai Namco Games,,,0.02,2018,07th Nov 18
17430,Taito Legends 2,PS2,Destineer,Empire Oxford,7.4,,0.02,2007,
17431,Tumblestone,WiiU,Nighthawk Interactive,The Quantum Astrophysicists Guild,,,0.02,2016,01st Apr 18
17432,Kill.switch,GBA,"Destination Software, Inc",Visual Impact,7.5,,0.02,2004,
17433,Plastic Memories,PSV,5pb,Unknown,,,0.02,2016,
17434,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,Idea Factory,Idea Factory,,,0.02,2010,
17435,Jinsei Game Wii,Wii,Takara Tomy,Takara Tomy,,,0.02,2007,
17436,Big Buck Hunter Arcade,XOne,GameMill,GameMill Entertainment,,,0.02,2017,18th Aug 18
17437,Kaleidoeve,PSV,HuneX,HuneX,,,0.02,2015,
17438,No Heroes Allowed! VR,PS4,Sony Interactive Entertainment,Acquire,,,0.02,2017,10th Jan 18
17439,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,Benesse,Benesse,,,0.02,2008,
17440,Gekka Ryouran Romance,PSP,Idea Factory,Idea Factory,,,0.02,2011,
17441,2 in 1 Combo Pack: Sonic Mega Collection Plus / Super Monkey Ball Deluxe,XB,Sega,Sega,,,0.02,2005,
17442,Ore no Yome: Anata Dake no Hanayome,X360,Idea Factory,Lupinus,,,0.02,2010,
17443,Tale of a Hero,PC,Daedalic,Future Games,,,0.02,2010,
17444,Meiji Toukyou Renka: Full Moon,PSV,5pb,Unknown,,,0.02,2016,
17445,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,Sonnet,Sonnet,,,0.02,1996,
17446,Final Approach 2: 1st Priority,PS2,Princess Soft,Princess Soft,,,0.02,2008,
17447,Back to the Future: The Game,X360,Telltale Games,Telltale Games,,,0.02,2015,23rd Apr 18
17448,SBK: Snowboard Kids,DS,Atlus,"in-glove Co., ltd",6.2,,0.02,2005,
17449,Jewel Master: Cradle Of Rome 2,DS,Rising Star,Rising Star Games,,,0.02,2011,
17450,Moujuutsukai to Oujisama: Snow Bride,PS2,Idea Factory,Idea Factory,,,0.02,2011,
17451,Jake Hunter: Round of Revenge,3DS,Arc System Works,WorkJam,,,0.02,2012,04th May 19
17452,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,3DS,Namco Bandai Games,Namco Bandai Games,,,0.02,2016,
17453,Casper: Spirit Dimensions,GC,TDK Mediactive,Lucky Chicken Games,5.5,,0.02,2002,
17454,Meitantei Evangelion,PS2,Broccoli,Headlock,,,0.02,2007,
17455,Tsuyo Kiss 2 Portable,PSP,Unknown,NetRevo,,,0.02,2010,
17456,8 to Glory: The Official Game of the PBR,XOne,THQ Nordic,Three Gates,,,0.02,2018,30th Sep 18
17457,Butt-Ugly Martians: Zoom or Doom!,PS2,Crave Entertainment,Runecraft,,,0.02,2003,
17458,Mar Heaven: Karudea no Akuma,DS,Konami,Alpha Unit,,,0.02,2006,
17459,World Championship Poker featuring Howard Lederer: All In,Wii,Crave Entertainment,Point of View,,,0.02,2007,
17460,Overlord,PC,Codemasters,Triumph Studios,8,,0.02,2007,
17461,Command & Conquer 3: Deluxe Edition,PC,Electronic Arts,EA Los Angeles,,,0.02,2008,
17462,Brain Dead 13,PS,ReadySoft,ReadySoft,,,0.02,1996,
17463,Robotics;Notes,X360,5pb,5pb. Games,,,0.02,2012,21st Nov 18
17464,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,KOEI,Paon Corporation,,,0.02,2007,
17465,Cats Together,3DS,Bandai Namco Games,Bandai Namco Games,,,0.02,2018,07th Nov 18
17466,FIFA Soccer 09,PC,Electronic Arts,EA Canada,7.2,,0.02,2008,
17467,Mata Hari: Betrayal is only a Kiss Away,PC,Viva Media,Cranberry Production,,,0.02,2009,
17468,Command & Conquer: The First Decade,PC,Electronic Arts,EA Los Angeles\ Westwood Studios,,,0.02,2006,
17469,T.A.C. Heroes : Big Red One,DS,Storm City Games,Storm City Games,,,0.02,2010,
17470,Dungeons & Dragons: Chronicles of Mystara,PS3,Capcom,Iron Galaxy Studios,,,0.02,2013,04th May 19
17471,Super PickUps,PS2,XS Games,Milestone,4.5,,0.02,2007,
17472,The Fast and the Furious,PSP,Namco Bandai,Eutechnyx,6.2,,0.02,2007,
17473,The King of Fighters NeoWave,XB,SNK Playmore,SNK Playmore Corporation,,,0.02,2006,
17474,Aquanaut's Holiday,PS,Sony Computer Entertainment,ArtDink,8,,0.02,1995,
17475,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,Marvelous Interactive,Marvelous Interactive,,,0.02,2007,
17476,The Lord of the Rings: The Battle for Middle-Earth II,PC,Electronic Arts,EA Los Angeles,8.2,,0.02,2006,
17477,Hot 'n' Cold,DS,Majesco,Majesco,,,0.02,2009,
17478,Nisenochigiri,PSP,Idea Factory,Idea Factory,,,0.02,2010,
17479,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Idea Factory,Unknown,,,0.02,2015,
17480,Wakeboarding Unleashed Featuring Shaun Murray,GBA,Aspyr,Small Rockets,7,,0.02,2003,
17481,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Takara,Takara,,,0.02,2002,
17482,Last Escort,PS2,D3 Publisher,Vingt-et-un Systems,,,0.02,2006,
17483,Meikyuu Cross Blood: Reloaded,X360,Unknown,Kadokawa Shoten,,,0.02,2011,
17484,Livly Garden,DS,Marvelous Interactive,Marvelous Interactive,,,0.02,2010,
17485,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,Majesco,Majesco Games,,,0.02,2005,
17486,Root Infinity Rexx,PSV,Idea Factory,Idea Factory,,,0.02,2015,
17487,Timmy Time,DS,Avanquest,Avanquest Software,,,0.02,2011,
17488,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Starfish,Starfish SD,,,0.02,2011,
17489,Kao Challengers,PSP,Atari,Tate Interactive,6,,0.02,2006,
17490,Titan Quest,PS4,THQ Nordic,Iron Lore Entertainment,5.5,5.6,0.02,2018,24th Mar 19
17491,Aria: The Natural ~Tooi Yume no Mirage~,PS2,Alchemist,Regista,,,0.02,2006,
17492,Commando: Steel Disaster,DS,XS Games,Mana Comp. Soft.,,,0.02,2008,
17493,Spider-Man 3,PC,Activision,Beenox,6.2,,0.02,2007,
17494,Cities in Motion Collection,PC,Paradox Interactive,Paradox Interactive,,,0.02,2011,
17495,Gakuen K: Wonderful School Days,PSP,Idea Factory,Idea Factory,,,0.02,2014,
17496,Fast & Furious: Showdown,PS3,Activision,Firebrand Games,,,0.02,2013,04th May 19
17497,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Marvelous Interactive,Marvelous Interactive,,,0.02,2008,
17498,Gal Gun,PS3,Alchemist,Alchemist,,,0.02,2012,04th Mar 18
17499,Homeworld,PC,Sierra Entertainment,Relic,9.1,,0.02,1999,
17500,Hakuouki: Yuugi Roku DS,DS,Idea Factory,Idea Factory,,,0.02,2011,
17501,Border Break,PS4,Sega,Sega,,,0.02,2018,26th Aug 18
17502,Shonen Jump's Shaman King: Master of Spirits 2,GBA,Konami,Konami,,,0.02,2005,
17503,Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,Delta Factory,4.5,2.7,0.02,2014,24th Jan 19
17504,Chevrolet Camaro: Wild Ride,DS,Storm City Games,Visual Impact Productions,,,0.02,2010,
17505,Toki no Kizuna: Hanayui Tsuzuri,PSP,Idea Factory,Otomate,,,0.02,2013,04th May 19
17506,Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,PS3,Namco Bandai Games,Bandai Namco Games,,,0.02,2012,04th May 19
17507,Hunting Simulator,NS,Bigben Interactive,Maximum Games,,,0.02,2018,28th Jun 18
17508,SAW,PC,Konami,Zombie Studios,,,0.02,2009,
17509,So Blonde,PC,Eidos Interactive,WizarBox,6.8,,0.02,2008,
17510,Code R,SAT,Quintet,Quintet,,,0.02,1998,
17511,The Idolmaster: Gravure For You! Vol.8,PS3,Namco Bandai Games,Bandai Namco Games,,,0.02,2012,05th May 19
17512,ArmaGallant: Decks of Destiny,PS4,Maximum Games,RockNanoGlobal,,,0.02,2017,17th Sep 18
17513,Kamen Rider: Battride War II,WiiU,Namco Bandai Games,Eighting,,,0.02,2014,23rd Jan 18
17514,Sacred Gold,PC,Strategy First,Ascaron Entertainment,,,0.02,2006,
17515,Jake Hunter: Detective Chronicles,DS,Aksys Games,WorkJam,6.4,,0.02,2008,
17516,Disney Sports Football,GBA,Konami,Konami,6.2,,0.02,2002,
17517,Chicken Hunter,DS,Mumbo Jumbo,Phenomedia,3.5,,0.02,2008,
17518,Hakuoki: Shinkai - Furi no Shou,PSV,Idea Factory,Unknown,,,0.02,2015,
17519,Headhunter: Redemption,XB,Sega,Amuze,7,,0.02,2004,
17520,Max Payne,PC,Gathering of Developers,Remedy Entertainment,9.2,,0.02,2001,
17521,Onechanbara Special,PSP,D3 Publisher,Tamsoft Corporation,,,0.02,2011,
17522,Daikaijuu Battle: Ultra Coliseum,Wii,Namco Bandai,Bandai Namco Games,,,0.02,2008,
17523,Order of War,PC,Square Enix,Wargaming.net,8,,0.02,2009,
17524,Saki Achiga-hen episode of side-A Portable,PSP,Alchemist,Alchemist,,,0.02,2013,05th May 19
17525,Secrets of the Titanic,DS,Avanquest Software,Avanquest Software,,,0.02,2012,05th May 19
17526,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,PSV,Broccoli,Broccoli,,,0.02,2017,
17527,Legend: Hand of God,PC,ValuSoft,Master Creating,6,,0.02,2008,
17528,Minna de Dokusho: Keatai Shousetsu Desu,PSP,Dorart,Dorart,,,0.02,2008,
17529,Polar Bowler,DS,Mumbo Jumbo,Wild Games,,,0.02,2008,
17530,Hoppie,DS,Jack of All Games,Jack of All Games,,,0.02,2011,
17531,Prehistorik Man,GBA,Titus,Titus Software,6,,0.02,2001,
17532,Nervous Brickdown,DS,Secret Stash Games,Arkedo Studio,,,0.02,2007,
17533,Chicago Enforcer,XB,Kemco,Touchdown Entertainment,4,,0.02,2005,
17534,F1 2002,GBA,"Destination Software, Inc",Magic Pockets,6.5,,0.02,2003,
17535,Jinguuji Saburou DS: Akai Chou,DS,Arc System Works,WorkJam,,,0.02,2010,
17536,Casper's Scare School: Spooky Sports Day,Wii,Crave Entertainment,The Code Monkeys,,,0.02,2010,
17537,Dance Dance Revolution Extra Mix,PS,Konami,KCET,,,0.02,2001,
17538,UnchainBlades EXXiV,PSP,FuRyu Corporation,FuRyu,,,0.02,2012,05th May 19
17539,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Namco Bandai,Bandai Namco Games,,,0.02,2008,
17540,Fuel,PC,Codemasters,Asobo Studios,6.4,,0.02,2009,
17541,WRC 2: FIA World Rally Championship,PC,Ubisoft,Milestone S.r.l,,,0.02,2011,
17542,Oil Rush,PC,Unknown,Unigine Corp,6.5,6.5,0.02,2012,
17543,Fallout Trilogy,PC,Interplay,Black Isle Studios,,,0.02,2009,
17544,Kawaii Koinu DS 3,DS,MTO,MTO,,,0.02,2010,
17545,Rat Attack!,N64,Mindscape,Pure Entertainment,,,0.02,2000,
17546,Super Bowling,N64,UFO Interactive,Athena,6.7,,0.02,2001,
17547,Chuugen no Hasha: Sangoku Shouseiden,PSP,Namco,Namco,,,0.02,2006,
17548,Dance! It's Your Stage,PS3,DTP Entertainment,Sproing Interactive Media GMBH,,,0.02,2011,
17549,Kimi o Aogi Otome wa Hime ni,PSV,Entergram,Unknown,,,0.02,2016,
17550,Stormrise,PC,Sega,The Creative Assembly,2.1,,0.02,2009,
17551,Gravity Rush Remastered,PS4,Sony Computer Entertainment Europe,Bluepoint Games,8,8.1,0.02,2016,23rd Sep 18
17552,Largo Winch .// Commando Sar,PS,Ubisoft,Rebellion Developments,,,0.02,2002,
17553,Winter Sports 2011,X360,DTP Entertainment,49Games,,,0.02,2011,
17554,Cross Treasures,DS,Square Enix,V Jump / Square Enix,,,0.02,2009,
17555,Joker no Kuni no Alice,PSP,Quinrose,QuinRose,,,0.02,2011,
17556,Princess Isabella: A Witch's Curse,Wii,Destineer,Gogii Games,,,0.02,2010,
17557,Ruff Trigger: The Vanocore Conspiracy,PS2,Natsume,Playstos Entertainment,5.9,,0.02,2006,
17558,Bakumatsu Rock: Ultra Soul,PSV,Marvelous Interactive,Marvelous Interactive,,,0.02,2014,
17559,Thomas & Friends: Hero of the Rails,Wii,Majesco,Barnstorm Games,,,0.02,2010,
17560,Touhou Genso Wanderer Reloaded,NS,NIS America,AQUA STYLE,6.4,6.8,0.02,2018,18th Mar 19
17561,Carmageddon: Max Damage,PS4,Stainless Games,Stainless Games,5.1,5.9,0.02,2016,
17562,Cladun Returns: This Is Sengoku!,PSV,Nippon Ichi Software,Nippon Ichi Software,,,0.02,2017,20th Sep 18
17563,Kamigami no Asobi InFinite,PSV,Broccoli,Unknown,,,0.02,2016,
17564,PDC World Championship Darts: Pro Tour,X360,O-Games,O-Games,,,0.02,2010,
